addr1_packet_ctrl, addr1_bytes_ctrl, addr1_packet, addr1_bytes, addr1_pkt_len_min, addr1_pkt_len_max, addr1_pkt_len_avg,addr1_pkt_len_var, addr1_pkt_len_mom2, addr2_packet_ctrl, addr2_bytes_ctrl, addr2_packet, addr2_bytes, addr2_pkt_len_min, addr2_pkt_len_max, addr2_pkt_len_avg,addr2_pkt_len_var, addr2_pkt_len_mom2, addra_packet_ctrl, addra_bytes_ctrl, addra_packet, addra_bytes, addra_pkt_len_min, addra_pkt_len_max, addra_pkt_len_avg,addra_pkt_len_var, addra_pkt_len_mom2 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40, 0, 0, 0, 0, 0, 0, 0
14, 744, 15, 3515, 83, 613, 234.33333333333334, 38241.15555555556, 93153.26666666666, 13, 692, 12, 8902, 83, 2709, 741.8333333333334, 819778.138888889, 1370094.8333333333, 27, 1436, 27, 12417, 83, 2709, 459.8888888888889, 580147.0506245892, 660682.8518518518
17, 892, 8, 1318, 74, 569, 164.75, 25766.6875, 52909.25, 6, 320, 22, 44003, 83, 5724, 2000.1363636363637, 3946239.3904958684, 7946784.863636363, 23, 1212, 30, 45321, 74, 5724, 1510.7, 3781611.331360947, 5841751.366666666
9, 476, 6, 1467, 83, 569, 244.5, 35389.583333333336, 95169.83333333333, 7, 372, 14, 23541, 83, 4231, 1681.5, 1786606.9642857143, 4614049.214285715, 16, 848, 20, 25008, 83, 4231, 1250.4, 1777667.9039792388, 3258385.4
9, 468, 1, 200, 200, 200, 200.0, 0.0, 40000.0, 0, 0, 13, 32974, 431, 5724, 2536.4615384615386, 3497885.01775148, 9931522.153846154, 9, 468, 14, 33174, 200, 5724, 2369.5714285714284, 3563032.438957476, 9224984.857142856
6, 312, 1, 91, 91, 91, 91.0, 0.0, 8281.0, 1, 52, 9, 25628, 91, 5724, 2847.5555555555557, 3666579.5802469132, 11775152.222222222, 7, 364, 10, 25719, 91, 5724, 2571.9, 3852479.1966759004, 10598465.1
0, 0, 1, 200, 200, 200, 200.0, 0.0, 40000.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 200, 200, 200, 200.0, 0.0, 40000.0
0, 0, 1, 195, 195, 195, 195.0, 0.0, 38025.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 195, 195, 195, 195.0, 0.0, 38025.0
21, 1116, 17, 7718, 68, 1506, 454.0, 182987.64705882352, 389103.64705882355, 14, 752, 18, 62596, 84, 8740, 3477.5555555555557, 6207260.469135802, 18300653.111111112, 35, 1868, 35, 70314, 68, 8740, 2008.9714285714285, 6266700.043431826, 9600757.657142857
39, 2016, 12, 4059, 87, 1495, 338.25, 243565.02083333334, 357978.0833333333, 7, 364, 41, 203310, 83, 11636, 4958.780487804878, 11202286.317668056, 35791790.24390244, 46, 2380, 53, 207369, 83, 11636, 3912.622641509434, 12180814.55828429, 27769040.320754718
20, 1028, 7, 2219, 68, 1496, 317.0, 234098.0, 334587.0, 3, 156, 22, 246191, 83, 18876, 11190.5, 56092346.88636363, 181319637.13636363, 23, 1184, 29, 248410, 68, 18876, 8565.862068965518, 62426206.87889274, 137633590.55172414
13, 652, 1, 1381, 1381, 1381, 1381.0, 0.0, 1907161.0, 1, 52, 14, 140951, 1267, 23220, 10067.92857142857, 96277737.20918366, 197640922.92857143, 14, 704, 15, 142332, 1267, 23220, 9488.8, 95470248.51129608, 184592005.46666667
70, 3652, 3, 4423, 1467, 1479, 1474.3333333333333, 27.555555555555554, 2173686.3333333335, 2, 104, 78, 803832, 120, 23220, 10305.538461538461, 64178434.453648925, 170382557.43589744, 72, 3756, 81, 808255, 120, 23220, 9978.456790123457, 64411269.62746727, 164152599.24691358
3, 164, 6, 1726, 68, 569, 287.6666666666667, 32820.555555555555, 115572.66666666667, 3, 164, 1, 10425, 10425, 10425, 10425.0, 0.0, 108680625.0, 6, 328, 7, 12151, 68, 10425, 1735.857142857143, 19293151.75, 15624865.857142856
77, 4004, 14, 5647, 83, 1480, 403.35714285714283, 240811.08673469382, 403508.0714285714, 12, 624, 90, 914369, 83, 23220, 10159.655555555555, 81304006.6480247, 184522607.65555555, 89, 4628, 104, 920016, 83, 23220, 8846.307692307691, 81827427.4372675, 159737344.25
0, 0, 3, 411, 91, 195, 137.0, 1874.6666666666667, 20643.666666666668, 2, 104, 1, 131, 131, 131, 131.0, 0.0, 17161.0, 2, 104, 4, 542, 91, 195, 135.5, 1133.44, 19773.0
0, 0, 2, 395, 195, 200, 197.5, 6.25, 39012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 395, 195, 200, 197.5, 6.25, 39012.5
0, 0, 1, 195, 195, 195, 195.0, 0.0, 38025.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 195, 195, 195, 195.0, 0.0, 38025.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 2, 268, 68, 200, 134.0, 4356.0, 22312.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 268, 68, 200, 134.0, 4356.0, 22312.0
1, 52, 6, 849, 87, 200, 141.5, 2707.9166666666665, 22730.166666666668, 3, 156, 4, 635, 91, 202, 158.75, 1762.1875, 26963.75, 4, 208, 10, 1484, 87, 202, 148.4, 2240.372448979592, 24423.6
0, 0, 4, 1324, 125, 751, 331.0, 60721.5, 170282.5, 3, 156, 0, 0, 0, 0, 0, 0, 0, 3, 156, 4, 1324, 125, 751, 331.0, 60721.5, 170282.5
5, 260, 3, 377, 91, 195, 125.66666666666667, 2403.555555555555, 18195.666666666668, 3, 156, 6, 642, 83, 132, 107.0, 472.3333333333333, 11921.333333333334, 8, 416, 9, 1019, 83, 195, 113.22222222222223, 914.328888888889, 14012.777777777777
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
25, 1300, 1, 1481, 1481, 1481, 1481.0, 0.0, 2193361.0, 0, 0, 37, 371148, 2948, 23220, 10031.027027027027, 52215449.43170197, 152836952.64864865, 25, 1300, 38, 372629, 1481, 23220, 9806.026315789473, 52480953.51928888, 148872647.60526314
1, 52, 3, 735, 91, 449, 245.0, 22610.666666666668, 82635.66666666667, 2, 104, 3, 296, 83, 122, 98.66666666666667, 282.88888888888886, 10018.0, 3, 156, 6, 1031, 83, 449, 171.83333333333334, 12484.024691358027, 46326.833333333336
0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68, 68, 68, 68.0, 0.0, 4624.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 1456, 2, 1549, 68, 1481, 774.5, 499142.25, 1098992.5, 1, 52, 38, 367537, 1500, 20324, 9672.026315789473, 44973799.07825484, 138521892.13157895, 29, 1508, 40, 369086, 68, 20324, 9227.15, 45811271.40976332, 131650747.15
